Work center code,Measure,Jan 26,Feb 26,Mar 26,Apr 26,May 26,Jun 26,Jul 26,Aug 26,Sep 26,Oct 26,Nov 26,Dec 26,Jan 27,Feb 27,Mar 27,Apr 27,May 27,Jun 27,Jul 27,Aug 27,Sep 27,Oct 27,Nov 27,Dec 27,Jan 28,Feb 28,Mar 28,Apr 28,May 28,Jun 28,Jul 28,Aug 28,Sep 28,Oct 28,Nov 28,Dec 28
P01_NW03_PRES_7_1,"Missing Capacity, hours",196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6
P01_NW03_PRES_7_1,Upside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_7_1,Upside Limit 2 (hrs),196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6
P01_NW03_PRES_7_1,Upside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_7_1,Upside Limit 1 (hrs),196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6
P01_NW03_PRES_7_1,Downside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_7_1,Downside Limit 1 (hrs),196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6
P01_NW03_PRES_7_1,Downside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_7_1,Downside Limit 2 (hrs),196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6,196.6
P01_NW03_PRES_8_1,"Available Capacity, hours",349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16
P01_NW03_PRES_8_1,"Net Demand (Production Needed), qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Net Demand (Production Needed), Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Net Demand (Production Needed), Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Net Demand + Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Net Demand + Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Net Demand + Back Orders, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Final Operations Plan, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Final Operations Plan, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Final Operations Plan, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,Overload Capacity check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,"Remaining Available Capacity, hours",349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16
P01_NW03_PRES_8_1,"Missing Capacity, hours",349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16
P01_NW03_PRES_8_1,Upside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,Upside Limit 2 (hrs),349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16
P01_NW03_PRES_8_1,Upside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,Upside Limit 1 (hrs),349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16
P01_NW03_PRES_8_1,Downside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,Downside Limit 1 (hrs),349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16
P01_NW03_PRES_8_1,Downside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_PRES_8_1,Downside Limit 2 (hrs),349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16,349.16
P01_NW03_EXTRUSION_1,"Available Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_EXTRUSION_1,"Net Demand (Production Needed), qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Net Demand (Production Needed), Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Net Demand (Production Needed), Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Net Demand + Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Net Demand + Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Net Demand + Back Orders, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Final Operations Plan, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Final Operations Plan, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Final Operations Plan, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,Overload Capacity check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,"Remaining Available Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_EXTRUSION_1,"Missing Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_EXTRUSION_1,Upside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,Upside Limit 2 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_EXTRUSION_1,Upside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,Upside Limit 1 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_EXTRUSION_1,Downside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,Downside Limit 1 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_EXTRUSION_1,Downside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_EXTRUSION_1,Downside Limit 2 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_GRINDING_1,"Available Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_GRINDING_1,"Net Demand (Production Needed), qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Net Demand (Production Needed), Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Net Demand (Production Needed), Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Net Demand + Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Net Demand + Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Net Demand + Back Orders, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Final Operations Plan, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Final Operations Plan, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Final Operations Plan, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,Overload Capacity check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,"Remaining Available Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_GRINDING_1,"Missing Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_GRINDING_1,Upside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,Upside Limit 2 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_GRINDING_1,Upside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,Upside Limit 1 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_GRINDING_1,Downside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,Downside Limit 1 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_GRINDING_1,Downside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_GRINDING_1,Downside Limit 2 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_OVEN_1,"Available Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_OVEN_1,"Net Demand (Production Needed), qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Net Demand (Production Needed), Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Net Demand (Production Needed), Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Net Demand + Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Net Demand + Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Net Demand + Back Orders, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Final Operations Plan, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Final Operations Plan, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Final Operations Plan, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,Overload Capacity check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,"Remaining Available Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_OVEN_1,"Missing Capacity, hours",184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_OVEN_1,Upside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,Upside Limit 2 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_OVEN_1,Upside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,Upside Limit 1 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_OVEN_1,Downside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,Downside Limit 1 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW03_OVEN_1,Downside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW03_OVEN_1,Downside Limit 2 (hrs),184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81,184.81
P01_NW04_PRESS_1,"Available Capacity, hours",206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_1,"Net Demand (Production Needed), qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Net Demand (Production Needed), Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Net Demand (Production Needed), Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Net Demand + Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Net Demand + Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Net Demand + Back Orders, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Final Operations Plan, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Final Operations Plan, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Final Operations Plan, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,Overload Capacity check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,"Remaining Available Capacity, hours",206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_1,"Missing Capacity, hours",206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_1,Upside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,Upside Limit 2 (hrs),206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_1,Upside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,Upside Limit 1 (hrs),206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_1,Downside Limit 1 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,Downside Limit 1 (hrs),206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_1,Downside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_1,Downside Limit 2 (hrs),206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_2,"Available Capacity, hours",206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_2,"Net Demand (Production Needed), qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Net Demand (Production Needed), Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Net Demand (Production Needed), Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Net Demand + Back Orders, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Net Demand + Back Orders, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Net Demand + Back Orders, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Final Operations Plan, qty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Final Operations Plan, Load in hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Final Operations Plan, Capacity %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,Overload Capacity check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01_NW04_PRESS_2,"Remaining Available Capacity, hours",206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_2,"Missing Capacity, hours",206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4,206.4
P01_NW04_PRESS_2,Upside Limit 2 (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
