WC Schedule Label,Plant,Plant name,Size,WC-Group,WC-Description,WC-Description long,Weekly Schedule,Hours,Days,AP Limit,Weekly available time,Suggested % Limit,AP Limit (in %),AP Limit time (in H),OEE (in %),Daily breaks (in H),NR of stands per WC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
NW02_ASSY_1 8/5 (8H/5D),NW02,Northwind Heartland,S,,ASSY_1,Assembly cell,8/5,8,5,Downside Limit 1 (hrs),18.31,0.7,0.7,18.31,0.7789999999999999,1.0,1,80.68,75.27,80.11,78.56,74.95,76.18,78.07,75.1,77.8,80.66,81.4,78.4
NW02_ASSY_1 8/5 (8H/5D),NW02,Northwind Heartland,S,,ASSY_1,Assembly cell,8/5,8,5,"Available Capacity, hours",26.16,1.0,1.0,26.16,0.7789999999999999,1.0,1,112.05,113.02,109.0,112.16,109.54,109.32,117.98,113.48,117.27,117.93,107.18,107.61
NW02_ASSY_1 8/5 (8H/5D),NW02,Northwind Heartland,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 1 (hrs),34.01,1.3,1.3,34.01,0.7789999999999999,1.0,1,148.15,153.41,141.4,142.63,150.44,150.0,142.85,149.38,151.42,146.29,149.05,151.81
NW02_ASSY_1 8/5 (8H/5D),NW02,Northwind Heartland,S,,ASSY_1,Assembly cell,8/5,8,5,Upside Limit 2 (hrs),41.86,1.6,1.6,41.86,0.7789999999999999,1.0,1,177.22,173.68,171.32,182.99,181.8,182.03,187.57,182.64,187.39,181.29,171.44,181.54
NW03_PRES_3_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_1,Press 3300T,12/6,12,6,Downside Limit 2 (hrs),22.86,0.5,0.5,22.86,0.76,1.5,1,98.61,99.3,94.65,97.29,98.07,96.41,97.7,93.48,98.64,95.19,102.88,101.21
NW03_PRES_3_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_1,Press 3300T,12/6,12,6,Downside Limit 1 (hrs),32.0,0.7,0.7,32.0,0.76,1.5,1,138.12,139.88,131.1,136.7,132.28,136.08,140.78,133.57,135.29,133.56,134.27,141.04
NW03_PRES_3_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_1,Press 3300T,12/6,12,6,"Available Capacity, hours",45.72,1.0,1.0,45.72,0.76,1.5,1,191.42,204.27,200.52,198.17,191.65,204.67,199.25,194.45,195.18,200.45,187.52,198.06
NW03_PRES_3_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_1,Press 3300T,12/6,12,6,Upside Limit 1 (hrs),59.44,1.3,1.3,59.44,0.76,1.5,1,255.51,256.33,256.04,247.37,252.56,250.15,255.62,261.86,246.9,261.27,264.7,260.75
NW03_PRES_3_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_1,Press 3300T,12/6,12,6,Upside Limit 2 (hrs),73.15,1.6,1.6,73.15,0.76,1.5,1,310.49,315.85,303.25,306.97,311.5,315.97,305.85,301.19,318.91,318.72,323.0,318.21
NW03_PRES_3_2 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_2,Press 3300T,12/6,12,6,Downside Limit 2 (hrs),22.86,0.5,0.5,22.86,0.76,1.5,1,99.12,97.18,98.29,101.29,102.46,102.01,95.85,97.04,93.64,97.9,98.47,100.46
NW03_PRES_3_2 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_2,Press 3300T,12/6,12,6,Downside Limit 1 (hrs),32.0,0.7,0.7,32.0,0.76,1.5,1,138.01,135.5,131.16,136.2,140.7,142.15,136.22,134.28,144.17,136.04,131.62,141.61
NW03_PRES_3_2 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_2,Press 3300T,12/6,12,6,"Available Capacity, hours",45.72,1.0,1.0,45.72,0.76,1.5,1,204.55,197.58,193.7,192.01,189.25,196.0,197.76,189.68,203.42,188.34,192.78,202.14
NW03_PRES_3_2 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_2,Press 3300T,12/6,12,6,Upside Limit 1 (hrs),59.44,1.3,1.3,59.44,0.76,1.5,1,253.41,253.96,246.71,247.35,256.67,258.37,248.97,255.9,246.07,265.27,261.77,252.39
NW03_PRES_3_2 12/6 (12H/6D),NW03,Northwind Carpathia,S,,PRES_3_2,Press 3300T,12/6,12,6,Upside Limit 2 (hrs),73.15,1.6,1.6,73.15,0.76,1.5,1,319.26,327.63,327.52,322.07,325.81,323.48,300.1,314.04,327.74,318.72,319.12,319.69
NW03_PRES_4 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_4,Press 5500T,12/6,12,6,Downside Limit 2 (hrs),22.86,0.5,0.5,22.86,0.76,1.5,2,99.22,93.94,96.53,96.28,101.59,102.65,96.7,98.18,95.45,95.99,101.26,100.85
NW03_PRES_4 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_4,Press 5500T,12/6,12,6,Downside Limit 1 (hrs),32.0,0.7,0.7,32.0,0.76,1.5,2,144.47,131.4,136.08,136.82,142.2,132.25,143.78,131.66,138.21,138.18,144.0,140.79
NW03_PRES_4 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_4,Press 5500T,12/6,12,6,"Available Capacity, hours",45.72,1.0,1.0,45.72,0.76,1.5,2,199.4,199.84,201.32,203.78,196.4,205.9,199.95,197.75,192.79,205.9,192.29,201.9
NW03_PRES_4 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_4,Press 5500T,12/6,12,6,Upside Limit 1 (hrs),59.44,1.3,1.3,59.44,0.76,1.5,2,248.42,266.71,256.13,258.27,252.66,254.31,243.07,254.71,244.47,251.94,247.22,251.33
NW03_PRES_4 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_4,Press 5500T,12/6,12,6,Upside Limit 2 (hrs),73.15,1.6,1.6,73.15,0.76,1.5,2,312.14,299.73,318.52,299.4,312.95,307.09,312.72,329.57,311.03,316.92,322.22,314.65
NW03_PRES_7_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_7_1,Press 8000T,12/6,12,6,Downside Limit 2 (hrs),22.86,0.5,0.5,22.86,0.76,1.5,2,98.02,100.35,100.69,94.18,95.47,97.71,93.7,95.99,96.56,95.59,101.94,95.91
NW03_PRES_7_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_7_1,Press 8000T,12/6,12,6,Downside Limit 1 (hrs),32.0,0.7,0.7,32.0,0.76,1.5,2,132.14,138.07,142.1,131.68,144.41,140.69,138.99,130.99,139.52,135.52,132.99,133.53
NW03_PRES_7_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_7_1,Press 8000T,12/6,12,6,"Available Capacity, hours",45.72,1.0,1.0,45.72,0.76,1.5,2,204.7,199.71,193.16,202.81,198.37,197.0,191.67,191.16,201.11,206.09,187.21,194.67
NW03_PRES_7_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_7_1,Press 8000T,12/6,12,6,Upside Limit 1 (hrs),59.44,1.3,1.3,59.44,0.76,1.5,2,247.5,245.73,263.62,251.12,256.37,255.01,250.3,253.43,251.44,262.35,247.46,265.41
NW03_PRES_7_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,PRES_7_1,Press 8000T,12/6,12,6,Upside Limit 2 (hrs),73.15,1.6,1.6,73.15,0.76,1.5,2,328.85,322.36,302.75,328.04,314.01,324.97,321.93,300.53,318.46,302.93,302.4,321.79
NW03_PRES_8_1 24/5 (24H/5D),NW03,Northwind Carpathia,L,,PRES_8_1,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),40.6,0.5,0.5,40.6,0.76,2.0,3,171.19,166.27,180.0,174.8,182.04,176.61,178.57,172.44,167.0,179.19,167.09,170.21
NW03_PRES_8_1 24/5 (24H/5D),NW03,Northwind Carpathia,L,,PRES_8_1,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),56.84,0.7,0.7,56.84,0.76,2.0,3,237.44,249.56,251.3,244.25,249.13,254.95,240.95,252.69,247.53,245.64,248.05,245.56
NW03_PRES_8_1 24/5 (24H/5D),NW03,Northwind Carpathia,L,,PRES_8_1,Press 13900T,24/5,24,5,"Available Capacity, hours",81.2,1.0,1.0,81.2,0.76,2.0,3,363.14,351.03,338.36,339.98,333.12,363.95,352.91,360.05,358.65,365.33,361.8,338.31
NW03_PRES_8_1 24/5 (24H/5D),NW03,Northwind Carpathia,L,,PRES_8_1,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),105.56,1.3,1.3,105.56,0.76,2.0,3,464.8,442.65,469.98,464.47,475.0,447.93,442.2,449.38,447.44,451.1,453.18,449.73
NW03_PRES_8_1 24/5 (24H/5D),NW03,Northwind Carpathia,L,,PRES_8_1,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),129.92,1.6,1.6,129.92,0.76,2.0,3,562.59,554.78,549.3,557.59,545.96,533.92,566.16,546.79,571.27,535.53,545.88,561.71
NW03_EXTRUSION_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,EXTRUSION_1,Extrusion line A,12/6,12,6,Downside Limit 2 (hrs),21.49,0.5,0.5,21.49,0.722,1.5,2,96.58,89.85,90.45,91.9,96.54,93.48,91.81,92.64,88.62,89.85,90.2,94.33
NW03_EXTRUSION_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,EXTRUSION_1,Extrusion line A,12/6,12,6,Downside Limit 1 (hrs),30.09,0.7,0.7,30.09,0.722,1.5,2,133.06,128.54,130.28,127.7,131.48,132.25,123.35,131.76,131.73,127.18,124.89,125.04
NW03_EXTRUSION_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,EXTRUSION_1,Extrusion line A,12/6,12,6,"Available Capacity, hours",42.98,1.0,1.0,42.98,0.722,1.5,2,182.35,187.21,180.32,176.7,182.9,192.62,180.64,190.59,191.11,180.95,193.41,180.96
NW03_EXTRUSION_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,EXTRUSION_1,Extrusion line A,12/6,12,6,Upside Limit 1 (hrs),55.88,1.3,1.3,55.88,0.722,1.5,2,244.75,249.95,238.2,232.18,237.41,230.44,239.3,236.44,239.74,251.62,241.0,238.36
NW03_EXTRUSION_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,EXTRUSION_1,Extrusion line A,12/6,12,6,Upside Limit 2 (hrs),68.77,1.6,1.6,68.77,0.722,1.5,2,284.56,304.28,282.92,304.44,288.55,298.79,302.34,296.98,284.12,289.68,282.55,297.87
NW03_GRINDING_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,GRINDING_1,Grinding line,12/6,12,6,Downside Limit 2 (hrs),21.49,0.5,0.5,21.49,0.722,1.5,1,95.95,90.84,96.06,93.79,92.48,90.26,91.05,93.53,90.03,89.64,91.5,93.77
NW03_GRINDING_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,GRINDING_1,Grinding line,12/6,12,6,Downside Limit 1 (hrs),30.09,0.7,0.7,30.09,0.722,1.5,1,135.77,122.96,127.64,130.73,135.14,123.71,131.76,122.98,123.14,124.34,135.51,129.56
NW03_GRINDING_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,GRINDING_1,Grinding line,12/6,12,6,"Available Capacity, hours",42.98,1.0,1.0,42.98,0.722,1.5,1,192.51,183.55,176.19,187.6,189.5,191.11,186.67,176.64,176.82,182.08,179.41,192.59
NW03_GRINDING_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,GRINDING_1,Grinding line,12/6,12,6,Upside Limit 1 (hrs),55.88,1.3,1.3,55.88,0.722,1.5,1,230.8,241.94,239.36,241.01,242.16,239.54,242.26,251.17,230.25,238.06,235.7,251.17
NW03_GRINDING_1 12/6 (12H/6D),NW03,Northwind Carpathia,S,,GRINDING_1,Grinding line,12/6,12,6,Upside Limit 2 (hrs),68.77,1.6,1.6,68.77,0.722,1.5,1,281.77,306.73,282.76,285.04,309.43,301.09,308.68,282.9,281.72,283.01,304.01,288.62
NW03_OVEN_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,OVEN_1,Curing oven,12/6,12,6,Downside Limit 2 (hrs),21.49,0.5,0.5,21.49,0.722,1.5,2,92.45,90.14,92.96,87.92,93.57,94.34,94.95,93.38,92.03,89.77,92.15,90.96
NW03_OVEN_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,OVEN_1,Curing oven,12/6,12,6,Downside Limit 1 (hrs),30.09,0.7,0.7,30.09,0.722,1.5,2,134.44,124.39,128.98,124.15,124.34,126.36,127.86,134.93,127.97,128.94,130.4,129.34
NW03_OVEN_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,OVEN_1,Curing oven,12/6,12,6,"Available Capacity, hours",42.98,1.0,1.0,42.98,0.722,1.5,2,184.15,192.39,188.83,177.47,181.17,177.16,191.94,179.44,180.54,176.45,190.83,189.28
NW03_OVEN_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,OVEN_1,Curing oven,12/6,12,6,Upside Limit 1 (hrs),55.88,1.3,1.3,55.88,0.722,1.5,2,234.18,236.64,232.9,245.99,246.17,243.19,231.53,247.27,244.9,238.4,239.71,242.48
NW03_OVEN_1 12/6 (12H/6D),NW03,Northwind Carpathia,M,,OVEN_1,Curing oven,12/6,12,6,Upside Limit 2 (hrs),68.77,1.6,1.6,68.77,0.722,1.5,2,290.32,308.05,299.26,281.99,289.86,306.27,296.2,300.62,284.93,292.7,283.68,283.18
NW04_PRESS_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,PRESS_1,Press 3300T,12/6,12,6,Downside Limit 2 (hrs),24.0,0.5,0.5,24.0,0.75,1.0,1,99.7,102.88,104.89,99.7,98.55,104.86,101.04,99.84,106.38,106.13,106.56,100.23
NW04_PRESS_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,PRESS_1,Press 3300T,12/6,12,6,Downside Limit 1 (hrs),33.6,0.7,0.7,33.6,0.75,1.0,1,146.25,147.67,142.6,147.65,148.38,137.36,148.33,145.11,148.9,137.27,143.34,148.69
NW04_PRESS_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,PRESS_1,Press 3300T,12/6,12,6,"Available Capacity, hours",48.0,1.0,1.0,48.0,0.75,1.0,1,209.11,198.63,208.63,203.5,207.59,211.57,202.43,208.41,215.33,202.53,205.55,208.26
NW04_PRESS_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,PRESS_1,Press 3300T,12/6,12,6,Upside Limit 1 (hrs),62.4,1.3,1.3,62.4,0.75,1.0,1,273.38,264.31,281.24,264.36,266.47,272.84,257.24,261.71,257.74,280.08,273.19,259.57
NW04_PRESS_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,PRESS_1,Press 3300T,12/6,12,6,Upside Limit 2 (hrs),76.8,1.6,1.6,76.8,0.75,1.0,1,346.4,342.01,326.39,327.3,314.94,344.48,343.67,317.03,325.76,336.65,329.5,335.63
NW04_PRESS_2 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_2,Press 5500T,12/6,12,6,Downside Limit 2 (hrs),24.0,0.5,0.5,24.0,0.75,1.0,2,106.75,107.31,101.52,105.44,100.59,107.98,98.43,99.6,105.87,100.06,107.89,108.24
NW04_PRESS_2 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_2,Press 5500T,12/6,12,6,Downside Limit 1 (hrs),33.6,0.7,0.7,33.6,0.75,1.0,2,139.45,141.83,144.49,142.0,137.85,139.24,142.43,137.58,140.99,137.29,138.87,147.87
NW04_PRESS_2 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_2,Press 5500T,12/6,12,6,"Available Capacity, hours",48.0,1.0,1.0,48.0,0.75,1.0,2,200.33,200.4,203.04,211.85,202.44,199.24,215.71,203.33,208.76,208.91,204.95,214.28
NW04_PRESS_2 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_2,Press 5500T,12/6,12,6,Upside Limit 1 (hrs),62.4,1.3,1.3,62.4,0.75,1.0,2,278.75,259.14,276.83,272.3,275.45,268.83,273.86,260.86,255.35,269.8,274.12,277.39
NW04_PRESS_2 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_2,Press 5500T,12/6,12,6,Upside Limit 2 (hrs),76.8,1.6,1.6,76.8,0.75,1.0,2,327.7,339.3,341.69,327.98,339.88,332.29,337.29,326.74,325.43,346.17,326.71,336.33
NW04_PRESS_3 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_3,Press 8000T,12/6,12,6,Downside Limit 2 (hrs),24.0,0.5,0.5,24.0,0.75,1.0,2,104.16,99.12,106.44,102.93,105.69,108.34,98.55,105.11,103.4,104.27,102.06,103.69
NW04_PRESS_3 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_3,Press 8000T,12/6,12,6,Downside Limit 1 (hrs),33.6,0.7,0.7,33.6,0.75,1.0,2,144.5,137.78,143.61,140.91,150.04,143.97,148.56,143.88,140.52,149.44,141.85,150.91
NW04_PRESS_3 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_3,Press 8000T,12/6,12,6,"Available Capacity, hours",48.0,1.0,1.0,48.0,0.75,1.0,2,214.43,202.74,202.59,211.16,198.55,209.26,204.55,201.07,213.21,205.26,196.12,198.44
NW04_PRESS_3 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_3,Press 8000T,12/6,12,6,Upside Limit 1 (hrs),62.4,1.3,1.3,62.4,0.75,1.0,2,274.32,271.67,259.5,272.95,273.59,272.7,266.24,268.76,266.78,271.15,275.62,276.52
NW04_PRESS_3 12/6 (12H/6D),NW04,Northwind Southbay,M,,PRESS_3,Press 8000T,12/6,12,6,Upside Limit 2 (hrs),76.8,1.6,1.6,76.8,0.75,1.0,2,330.28,337.04,321.82,315.53,315.94,340.82,341.02,314.2,330.87,345.91,327.21,332.87
NW04_PRESS_4 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 2 (hrs),40.0,0.5,0.5,40.0,0.75,2.0,3,167.35,178.62,168.28,172.53,171.97,171.29,164.43,168.79,177.85,166.85,172.19,170.61
NW04_PRESS_4 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_4,Press 11000T,24/5,24,5,Downside Limit 1 (hrs),56.0,0.7,0.7,56.0,0.75,2.0,3,247.27,239.5,243.44,230.82,251.56,247.31,240.89,232.77,241.54,232.45,236.86,234.31
NW04_PRESS_4 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_4,Press 11000T,24/5,24,5,"Available Capacity, hours",80.0,1.0,1.0,80.0,0.75,2.0,3,337.79,329.87,351.95,330.44,344.63,347.41,355.0,341.38,335.5,352.83,356.54,335.25
NW04_PRESS_4 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 1 (hrs),104.0,1.3,1.3,104.0,0.75,2.0,3,448.21,449.52,464.78,427.67,437.36,451.09,449.71,439.04,458.45,428.56,457.91,469.25
NW04_PRESS_4 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_4,Press 11000T,24/5,24,5,Upside Limit 2 (hrs),128.0,1.6,1.6,128.0,0.75,2.0,3,531.57,544.26,530.76,529.77,554.8,572.09,532.6,546.42,534.13,570.31,562.15,535.61
NW04_PRESS_5 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_5,Press 13900T,24/5,24,5,Downside Limit 2 (hrs),40.0,0.5,0.5,40.0,0.75,2.0,3,175.39,168.1,165.42,169.99,165.28,174.82,175.85,166.26,177.92,177.47,168.71,177.43
NW04_PRESS_5 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_5,Press 13900T,24/5,24,5,Downside Limit 1 (hrs),56.0,0.7,0.7,56.0,0.75,2.0,3,246.69,246.58,237.09,241.32,234.94,243.85,238.03,245.47,231.74,229.09,249.21,233.41
NW04_PRESS_5 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_5,Press 13900T,24/5,24,5,"Available Capacity, hours",80.0,1.0,1.0,80.0,0.75,2.0,3,358.11,355.25,346.93,333.14,332.14,347.17,346.51,327.08,332.46,329.35,336.37,339.48
NW04_PRESS_5 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_5,Press 13900T,24/5,24,5,Upside Limit 1 (hrs),104.0,1.3,1.3,104.0,0.75,2.0,3,461.42,425.67,437.24,427.51,450.77,452.01,455.23,455.35,448.74,444.49,465.49,467.14
NW04_PRESS_5 24/5 (24H/5D),NW04,Northwind Southbay,L,,PRESS_5,Press 13900T,24/5,24,5,Upside Limit 2 (hrs),128.0,1.6,1.6,128.0,0.75,2.0,3,534.47,538.47,549.16,544.31,544.86,529.37,564.04,534.91,574.39,556.75,551.53,551.8
NW04_GRINDING_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,GRINDING_1,Grinding line,12/6,12,6,Downside Limit 2 (hrs),22.65,0.5,0.5,22.65,0.7124999999999999,1.0,1,95.97,99.53,94.32,97.45,99.63,95.76,95.4,101.25,98.9,97.57,93.64,100.53
NW04_GRINDING_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,GRINDING_1,Grinding line,12/6,12,6,Downside Limit 1 (hrs),31.71,0.7,0.7,31.71,0.7124999999999999,1.0,1,129.94,141.75,133.06,139.52,129.91,130.02,142.46,134.96,131.47,130.16,135.99,142.86
NW04_GRINDING_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,GRINDING_1,Grinding line,12/6,12,6,"Available Capacity, hours",45.3,1.0,1.0,45.3,0.7124999999999999,1.0,1,197.84,197.26,197.55,201.67,197.44,199.96,187.15,202.5,189.93,195.47,194.77,186.06
NW04_GRINDING_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,GRINDING_1,Grinding line,12/6,12,6,Upside Limit 1 (hrs),58.89,1.3,1.3,58.89,0.7124999999999999,1.0,1,253.65,260.92,244.77,263.86,253.8,264.54,256.54,264.83,259.11,253.72,265.42,259.65
NW04_GRINDING_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,GRINDING_1,Grinding line,12/6,12,6,Upside Limit 2 (hrs),72.48,1.6,1.6,72.48,0.7124999999999999,1.0,1,314.91,310.32,303.61,323.58,324.59,299.06,309.05,319.72,311.15,308.11,315.42,303.39
NW04_ASSY_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,ASSY_1,Assembly cell,12/6,12,6,Downside Limit 2 (hrs),22.65,0.5,0.5,22.65,0.7124999999999999,1.0,1,94.25,94.15,95.92,95.72,94.33,92.91,96.32,100.1,97.11,93.53,98.7,101.1
NW04_ASSY_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,ASSY_1,Assembly cell,12/6,12,6,Downside Limit 1 (hrs),31.71,0.7,0.7,31.71,0.7124999999999999,1.0,1,131.88,131.76,130.53,137.23,132.34,141.1,135.44,133.16,129.9,132.96,137.31,132.59
NW04_ASSY_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,ASSY_1,Assembly cell,12/6,12,6,"Available Capacity, hours",45.3,1.0,1.0,45.3,0.7124999999999999,1.0,1,194.13,199.01,193.34,197.68,185.58,187.97,193.95,195.86,186.07,190.89,202.32,201.18
NW04_ASSY_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,ASSY_1,Assembly cell,12/6,12,6,Upside Limit 1 (hrs),58.89,1.3,1.3,58.89,0.7124999999999999,1.0,1,265.6,246.02,241.34,263.25,254.25,242.83,253.87,251.43,258.07,245.33,260.98,258.01
NW04_ASSY_1 12/6 (12H/6D),NW04,Northwind Southbay,S,,ASSY_1,Assembly cell,12/6,12,6,Upside Limit 2 (hrs),72.48,1.6,1.6,72.48,0.7124999999999999,1.0,1,301.78,313.95,305.34,317.43,296.46,320.43,322.9,305.46,306.73,297.94,311.25,300.0
NW05_PRESS_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 2 (hrs),14.5,0.5,0.5,14.5,0.85,1.0,1,61.29,59.28,60.07,63.4,59.8,62.56,63.95,62.89,63.66,61.54,59.43,61.69
NW05_PRESS_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_1,Press 3300T,8/5,8,5,Downside Limit 1 (hrs),20.3,0.7,0.7,20.3,0.85,1.0,1,86.09,85.89,88.71,89.37,84.43,87.45,86.38,86.42,85.02,85.17,85.01,85.35
NW05_PRESS_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_1,Press 3300T,8/5,8,5,"Available Capacity, hours",29.0,1.0,1.0,29.0,0.85,1.0,1,120.38,130.9,120.33,124.37,130.34,129.26,120.11,119.37,122.31,122.12,123.42,126.1
NW05_PRESS_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 1 (hrs),37.7,1.3,1.3,37.7,0.85,1.0,1,161.13,159.65,156.2,159.55,156.17,160.67,156.03,159.05,166.12,154.74,169.37,157.72
NW05_PRESS_1 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_1,Press 3300T,8/5,8,5,Upside Limit 2 (hrs),46.4,1.6,1.6,46.4,0.85,1.0,1,201.68,198.35,195.43,202.56,194.26,194.96,192.7,207.22,194.92,200.83,199.84,197.01
NW05_PRESS_2 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_2,Press 3300T,8/5,8,5,Downside Limit 2 (hrs),14.5,0.5,0.5,14.5,0.85,1.0,1,60.97,64.66,62.34,65.12,62.64,64.96,63.89,60.96,65.4,61.01,60.23,62.42
NW05_PRESS_2 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_2,Press 3300T,8/5,8,5,Downside Limit 1 (hrs),20.3,0.7,0.7,20.3,0.85,1.0,1,90.23,85.49,89.09,90.75,87.79,90.64,89.67,86.3,83.2,84.08,87.01,84.53
NW05_PRESS_2 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_2,Press 3300T,8/5,8,5,"Available Capacity, hours",29.0,1.0,1.0,29.0,0.85,1.0,1,124.35,125.39,127.94,120.65,125.62,130.16,123.98,119.99,122.57,126.39,124.85,124.55
NW05_PRESS_2 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_2,Press 3300T,8/5,8,5,Upside Limit 1 (hrs),37.7,1.3,1.3,37.7,0.85,1.0,1,164.05,161.43,168.28,161.62,165.32,156.38,166.15,157.82,159.31,159.8,156.47,166.4
NW05_PRESS_2 8/5 (8H/5D),NW05,Northwind Pacific,S,,PRESS_2,Press 3300T,8/5,8,5,Upside Limit 2 (hrs),46.4,1.6,1.6,46.4,0.85,1.0,1,191.1,194.25,209.31,194.68,199.53,208.37,208.05,190.48,202.94,190.02,195.67,208.01
NW05_PRESS_3 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_3,Press 5500T,8/5,8,5,Downside Limit 2 (hrs),14.5,0.5,0.5,14.5,0.85,1.0,2,60.08,61.48,64.27,60.72,63.74,64.39,60.59,63.58,64.66,65.33,62.76,60.65
NW05_PRESS_3 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_3,Press 5500T,8/5,8,5,Downside Limit 1 (hrs),20.3,0.7,0.7,20.3,0.85,1.0,2,86.54,84.97,86.78,86.65,91.52,89.8,87.16,91.37,89.13,87.9,90.87,91.56
NW05_PRESS_3 8/5 (8H/5D),NW05,Northwind Pacific,M,,PRESS_3,Press 5500T,8/5,8,5,"Available Capacity, hours",29.0,1.0,1.0,29.0,0.85,1.0,2,127.36,129.5,119.87,126.55,123.61,124.42,125.86,129.91,125.99,126.23,122.81,125.66
